3.3968 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
63.8681 	EXP 	polygon: autoDraw = True
63.8681 	EXP 	polygon: autoDraw = True
63.8681 	EXP 	polygon: autoDraw = True
63.8847 	EXP 	polygon: autoDraw = True
63.8847 	EXP 	polygon: autoDraw = True
63.8847 	EXP 	polygon: autoDraw = True
63.8847 	EXP 	polygon: autoDraw = True
63.8847 	EXP 	polygon: autoDraw = True
63.8847 	EXP 	polygon: autoDraw = True
63.8847 	EXP 	polygon: autoDraw = True
63.9014 	EXP 	polygon: autoDraw = True
63.9014 	EXP 	polygon: autoDraw = True
63.9014 	EXP 	polygon: autoDraw = True
63.9014 	EXP 	polygon: autoDraw = True
63.9014 	EXP 	polygon: autoDraw = True
63.9014 	EXP 	polygon: autoDraw = True
63.9014 	EXP 	polygon: autoDraw = True
63.9181 	EXP 	polygon: autoDraw = True
63.9181 	EXP 	polygon: autoDraw = True
63.9181 	EXP 	polygon: autoDraw = True
63.9181 	EXP 	polygon: autoDraw = True
63.9181 	EXP 	polygon: autoDraw = True
63.9181 	EXP 	polygon: autoDraw = True
63.9181 	EXP 	polygon: autoDraw = True
63.9347 	EXP 	polygon: autoDraw = True
63.9347 	EXP 	polygon: autoDraw = True
63.9347 	EXP 	polygon: autoDraw = True
63.9347 	EXP 	polygon: autoDraw = True
63.9347 	EXP 	polygon: autoDraw = True
63.9347 	EXP 	polygon: autoDraw = True
63.9347 	EXP 	polygon: autoDraw = True
63.9513 	EXP 	polygon: autoDraw = True
63.9513 	EXP 	polygon: autoDraw = True
63.9513 	EXP 	polygon: autoDraw = True
63.9513 	EXP 	polygon: autoDraw = True
63.9513 	EXP 	polygon: autoDraw = True
63.9513 	EXP 	polygon: autoDraw = True
63.9513 	EXP 	polygon: autoDraw = True
63.9680 	EXP 	polygon: autoDraw = True
63.9680 	EXP 	polygon: autoDraw = True
63.9680 	EXP 	polygon: autoDraw = True
63.9680 	EXP 	polygon: autoDraw = True
63.9680 	EXP 	polygon: autoDraw = True
63.9680 	EXP 	polygon: autoDraw = True
63.9680 	EXP 	polygon: autoDraw = True
63.9847 	EXP 	polygon: autoDraw = True
63.9847 	EXP 	polygon: autoDraw = True
63.9847 	EXP 	polygon: autoDraw = True
63.9847 	EXP 	polygon: autoDraw = True
63.9847 	EXP 	polygon: autoDraw = True
63.9847 	EXP 	polygon: autoDraw = True
63.9847 	EXP 	polygon: autoDraw = True
64.0014 	EXP 	polygon: autoDraw = True
64.0014 	EXP 	polygon: autoDraw = True
64.0014 	EXP 	polygon: autoDraw = True
64.0014 	EXP 	polygon: autoDraw = True
64.0014 	EXP 	polygon: autoDraw = True
64.0014 	EXP 	polygon: autoDraw = True
64.0014 	EXP 	polygon: autoDraw = True
64.0180 	EXP 	polygon: autoDraw = True
64.0180 	EXP 	polygon: autoDraw = True
64.0180 	EXP 	polygon: autoDraw = True
64.0180 	EXP 	polygon: autoDraw = True
64.0180 	EXP 	polygon: autoDraw = True
64.0180 	EXP 	polygon: autoDraw = True
64.0180 	EXP 	polygon: autoDraw = True
64.0347 	EXP 	polygon: autoDraw = True
64.0347 	EXP 	polygon: autoDraw = True
64.0347 	EXP 	polygon: autoDraw = True
64.0347 	EXP 	polygon: autoDraw = True
64.0347 	EXP 	polygon: autoDraw = True
64.0347 	EXP 	polygon: autoDraw = True
64.0347 	EXP 	polygon: autoDraw = True
64.0513 	EXP 	polygon: autoDraw = True
64.0513 	EXP 	polygon: autoDraw = True
64.0513 	EXP 	polygon: autoDraw = True
64.0513 	EXP 	polygon: autoDraw = True
64.0513 	EXP 	polygon: autoDraw = True
64.0513 	EXP 	polygon: autoDraw = True
64.0513 	EXP 	polygon: autoDraw = True
64.0680 	EXP 	polygon: autoDraw = True
64.0680 	EXP 	polygon: autoDraw = True
64.0680 	EXP 	polygon: autoDraw = True
64.0680 	EXP 	polygon: autoDraw = True
64.0680 	EXP 	polygon: autoDraw = True
64.0680 	EXP 	polygon: autoDraw = True
64.0680 	EXP 	polygon: autoDraw = True
64.0846 	EXP 	polygon: autoDraw = True
64.0846 	EXP 	polygon: autoDraw = True
64.0846 	EXP 	polygon: autoDraw = True
